libelle;libelle_complet;mot_directeur;voie_tenante;voie_aboutissante;commune;code_insee;sti;rivoli
CHE DE VIGNALIS;Chemin De Vignalis;VIGNALIS;;;FLOURENS;31184;311840000023;3101840344Y
CITE DE LA COQUILLE;Cité de la Coquille;COQUILLE;;;TOULOUSE;31555;315551776009;310555A040Z
AV JEAN MERMOZ;Avenue Jean Mermoz;MERMOZ;;;CORNEBARRIEU;31150;311500000163;3101500086R
SQ DU CARDINAL SALIEGE;Square du Cardinal Saliège;SALIEGE;;;TOULOUSE;31555;315551440004;3105551696E
VA VA000024;Voie Anonyme Numéro 000024;;;;UNION;31561;31561A000024;
CHE DE GARABET;Chemin de Garabet;GARABET;;;QUINT;31445;314450000041;3104450135L
LOT LE BOIS DE PAUCY;Lotissement Le Bois de Paucy;PAUCY;;;AUSSONNE;31032;310320000087;310032A006L
PL JEAN JAURES;Place Jean Jaurès;JAURES;;;MONDONVILLE;31351;313510000039;3103510049B
RUE DE LA CHAINE;Rue de la Chaîne;CHAINE;;;TOULOUSE;31555;315551593621;3105551844R
CAMINOT DEL PRAT;Caminot Del Prat;PRAT;;;UNION;31561;315610000296;3105610213S
ALL DES MONTS D OLMES;Allée des Monts d'Olmes;OLMES;;;COLOMIERS;31149;311490000326;3101490830D
RUE DES MESANGES;Rue des Mésanges;MESANGES;;;TOULOUSE;31555;315559000023;3105555898X
PL PAUL RICHE;Place Paul Riche;RICHE;;;TOULOUSE;31555;315555888015;3105556642F
RUE DES MARGUERITES;Rue des Marguerites;MARGUERITES;;;BLAGNAC;31069;310690000246;3100690658P
IMP SERGE GAINSBOURG;Impasse Serge Gainsbourg;GAINSBOURG;;;BLAGNAC;31069;310690000179;3100691007U
RUE DU PONT DE TOUNIS;Rue du Pont de Tounis;TOUNIS;;;TOULOUSE;31555;315555497621;3105557000V
RPT PIERRETTE ET ROGER ST JEAN;Rond-point Pierrette et Roger Saint-Jean;JEAN;;;TOULOUSE;31555;315559000082;3105556927R
RUE PAUL BERNADOT;Rue Paul Bernadot;BERNADOT;;;TOULOUSE;31555;315558365937;3105556578L
IMP ROGER PUJOL;Impasse Roger Pujol;PUJOL;;;ST-JEAN;31488;314880000068;3104880655P
CHE DES RAMIERS;Chemin des Ramiers;RAMIERS;;;BLAGNAC;31069;310690000354;3100690890S
PL DES LOTUS;Place des Lotus;LOTUS;;;TOULOUSE;31555;315558393402;3105555505V
VA VA000164;Voie Anonyme Numéro 000164;;;;PIBRAC;31417;31417A000164;
RUE DU LUAN;Rue du Luan;LUAN;;;BALMA;31044;310440000159;3100440571D
IMP DES HORTENSIAS;Impasse des Hortensias;HORTENSIAS;;;TOULOUSE;31555;315558388617;3105554261T
CHE PAYROL;Chemin Payrol;PAYROL;;;CUGNAUX;31157;311570000181;3101570530T
IMP DES ACACIAS;Impasse des Acacias;ACACIAS;;;ST-ALBAN;31467;314670000005;3104670009D
CHE PECETTE;Chemin Pecette;PECETTE;;;BLAGNAC;31069;310690000311;3100690760A
IMP DES BOSQUETS;Impasse des Bosquets;BOSQUETS;;;TOULOUSE;31555;315558348032;3105551298X
BD DES CRETES;Boulevard des Crêtes;CRETES;;;TOULOUSE;31555;315558349654;3105552398T
RUE AVERSENG DELORME;Rue Averseng Delorme;DELORME;;;TOULOUSE;31555;315550419246;3105550716P
RUE CLEMENT ADER;Rue Clément Ader;ADER;;;TOULOUSE;31555;315550035249;3105552144S
RUE PECH DAVID;Rue Pech  David;DAVID;;;TOULOUSE;31555;315555241623;3105556680X
AV DES ACACIAS;Avenue des Acacias;ACACIAS;;;UNION;31561;315610000002;3105610004P
BD DE LARRAMET;Boulevard de Larramet;LARRAMET;;;TOULOUSE;31555;315553907234;3105555052C
VA VA000094;Voie Anonyme Numéro 000094;;;;COLOMIERS;31149;31149A000094;
IMP ANDRE CAMPRA;Impasse André Campra;CAMPRA;;;TOULOUSE;31555;315558358520;3105550294F
PL GEORGES MELIES;Place Georges Meliès;MELIES;;;LAUNAGUET;31282;312820000072;3102820137X
BD DE MAURENS;Boulevard de Maurens;MAURENS;;;CUGNAUX;31157;311570000147;3101570460S
AV DU LAURAGAIS;Avenue du Lauragais;LAURAGAIS;;;QUINT;31445;314450000058;3104450180K
CHE MAURICE;Chemin Maurice;MAURICE;;;TOULOUSE;31555;315554515214;3105555788C
CLOS DE LA LLANURA;Clos De La Llanura;LLANURA;;;BALMA;31044;310440000339;3100440508
CHE LINIERES;Chemin Linières;LINIERES;;;TOULOUSE;31555;315554134451;3105555280A
SQ DES CIGALES;Square des Cigales;CIGALES;;;BLAGNAC;31069;310690000441;3100690192H
CHE DE NOVITAL;Chemin De Novital;NOVITAL;;;SAINT-JORY;31490;314900000021;3104900145B
CHE DE ROYE;Chemin de Royé;ROYE;;;SEILH;31541;315410000061;3105410125H
IMP DE BUCHES;Impasse de Buches;BUCHES;;;BLAGNAC;31069;310690000077;3100690216J
RUE ANTOINE COURTHIEU;Rue Antoine Courthieu;COURTHIEU;;;TOULOUSE;31555;315552019203;3105550376V
IMP D ALTAMIRA;Impasse d'Altamira;ALTAMIRA;;;TOULOUSE;31555;315558345614;3105550226G
IMP SAINTE BEUVE;Impasse Charles-Augustins Sainte Beuve;BEUVE;;;TOULOUSE;31555;315558436303;3105551913R
RUE DES RIVES;Rue des Rives;RIVES;;;ST-ORENS-DE-GAMEVILLE;31506;315060000173;3105061110F
AV ETIENNE BILLIERES;Avenue Etienne Billières;BILLIERES;;;TOULOUSE;31555;315550889657;3105553116Y
PL DES LILAS;Place Des Lilas;LILAS;;;ST-JEAN;31488;314880000098;3104880410Y
IMP FRANCOIS BOUTARIC;Impasse François Boutaric;BOUTARIC;;;TOULOUSE;31555;315558422550;3105553495K
CHE DE MANDILLET;Chemin de Mandillet;MANDILLET;;;MONDONVILLE;31351;313510000047;3103510025A
PAS LOUIS PLANA;Passage Louis Plana;PLANA;;;TOULOUSE;31555;315558367855;3105555397C
IMP DU COTEAU;Impasse Du Côteau;COTEAU;;;BRUGUIERES;31091;310910000031;3100910252C
IMP DU LYS;Impasse du Lys;LYS;;;BEAUZELLE;31056;310560000062;3100560097L
RUE DU DOCTEUR JEAN ARLAUD;Rue du Docteur Jean Arlaud;ARLAUD;;;TOULOUSE;31555;315552355208;3105552704A
CHE DE COLASSON;Chemin de Colasson;COLASSON;;;TOULOUSE;31555;315551846446;3105552172X
RUE DE VALLAURIS;Rue de Vallauris;VALLAURIS;;;UNION;31561;315610000283;3105610779G
IMP PECETTE;Impasse Pecette;PECETTE;;;BLAGNAC;31069;310690000312;3100690758Y
PL VINCENT AURIOL;Place Vincent Auriol;AURIOL;;;LAUNAGUET;31282;312820000008;3102820252X
RUE MONTOYOL;Rue Montoyol;MONTOYOL;;;TOULOUSE;31555;315554777619;3105556084Z
AV EDOUARD BELIN;Avenue Edouard Belin;BELIN;;;TOULOUSE;31555;315550736040;3105552894G
IMP JEAN ROUQUETTE;Impasse Jean Rouquette;ROUQUETTE;;;ST-ALBAN;31467;314670000120;3104670214B
AV SAINT EXUPERY;Avenue Saint-Exupéry;EXUPERY;;;PIBRAC;31417;314170000157;3104170402Y
RUE FRANC;Rue Franc;FRANC;;;TOULOUSE;31555;315552953618;3105553452N
RUE DE L AQUEDUC;Rue de l'Aqueduc;AQUEDUC;;;TOULOUSE;31555;315550201609;3105550404A
RUE JEAN FRAGONARD;Rue Jean Fragonard;FRAGONARD;;;TOURNEFEUILLE;31557;315570000181;3105572195N
AV DES FLORALIES;Avenue des Floralies;FLORALIES;;;ST-ORENS-DE-GAMEVILLE;31506;315060000070;3105060650F
RUE DU BENELUX;Rue Du Bénélux;BENELUX;;;LESPINASSE;31293;312930000084;3102930026D
SQ DE LA GARE;Square de la Gare;GARE;;;PIBRAC;31417;314170000091;3104170144T
RUE ETROITE;Rue Etroite;ETROITE;;;TOULOUSE;31555;315552668839;3105553130N
PL DU RAVELIN;Place du Ravelin;RAVELIN;;;TOULOUSE;31555;315555760016;3105557300W
CHE RURAL DIT DE MERLANE;Chemin rural dit de Merlane;MERLANE;;;CORNEBARRIEU;31150;311500000083;310150
RUE LOUIS LACHENAL;Rue Louis Lachenal;LACHENAL;;;TOULOUSE;31555;315553750454;3105554895G
ALL DES PLATANES;Allée des Platanes;PLATANES;;;FONBEAUZARD;31186;311860000045;3101860109J
VA VA000058;Voie Anonyme Numéro 000058;;;;ST-ORENS-DE-GAMEVILLE;31506;31506A000058;
RUE SAINT LOUIS;Rue Saint Louis;LOUIS;;;TOULOUSE;31555;315556297630;3105557892P
RUE DU PRIEURE;Rue du Prieuré;PRIEURE;;;TOULOUSE;31555;315555601624;3105557128J
CHE DE ROQUEPAVA;Chemin de Roquepava;ROQUEPAVA;;;COLOMIERS;31149;311490000400;3101491090L
CHE DE NARRADE;Chemin de Narrade;NARRADE;;;TOULOUSE;31555;315554886407;3105556204E
ALL DES AMANDIERS;Allée des Amandiers;AMANDIERS;;;MONDONVILLE;31351;313510000004;3103510058L
IMP NICEPHORE NIEPCE;Impasse Nicéphore Niepce;NIEPCE;;;TOULOUSE;31555;315558417153;3105556275G
RUE DES ERABLES;Rue des Erables;ERABLES;;;TOULOUSE;31555;315552598402;3105553028C
RUE DU COUSERANS;Rue du Couserans;COUSERANS;;;TOULOUSE;31555;315558419418;3105552365G
RUE JACQUES BODET;Rue Jacques Bodet;BODET;;;DREMIL-LAFAGE;31163;311630000100;3101630160P
PL DU PR PIERRE FRANCOIS COMBES;Place du Professeur Pierre-François Combes;COMBES;;;TOULOUSE;31555;315558437109;3105557138V
RUE RAYMOND BERTRAND;Rue Raymond Bertrand;BERTRAND;;;BALMA;31044;310440000040;3100440739L
IMP DES PEYROUS;Impasse des Peyrous;PEYROUS;;;BLAGNAC;31069;310690000324;3100690781Y
RUE DE L INDRE;Rue de l'Indre;INDRE;;;TOULOUSE;31555;315553520003;3105554320G
RUE GOUDOULI;Rue Goudouli;GOUDOULI;;;ST-JEAN;31488;314880000192;3104880310P
PARC DES RAMIERS;Parc des Ramiers;RAMIERS;;;BLAGNAC;31069;310690000444;3100690889R
PONT PIERRE DE COUBERTIN;Pont Pierre de Coubertin;COUBERTIN;;;TOULOUSE;31555;315558350807;310555X027Z
PAS EMILE POIRIER;Passage Emile Poirier;POIRIER;;;TOULOUSE;31555;315559000006;3105552995S
RUE DU PIC DU MIDI;Rue du Pic du Midi;MIDI;;;CUGNAUX;31157;311570000155;3101570553T
CHE DE GRAMONT;Chemin de Gramont;GRAMONT;;;TOULOUSE;31555;315553286450;3105553972D
IMP HENRI BREUIL;Impasse Henri Breuil;BREUIL;;;VILLENEUVE-TOLOSANE;31588;315880000026;3105880496G
PL VICTOR BASCH;Place Victor Basch;BASCH;;;TOULOUSE;31555;315550601644;3105558816U
RUE DES CHENES;Rue des Chênes;CHENES;;;AUCAMVILLE;31022;310220000047;3100220115D
IMP PAUL BELMONDO;Impasse Paul Belmondo;BELMONDO;;;BALMA;31044;310440000031;3100440627P
ALL DES DEMOISELLES;Allée des Demoiselles;DEMOISELLES;;;TOULOUSE;31555;315552230443;3105552584V
IMP DE LA CLAIRIERE;Impasse de la Clairière;CLAIRIERE;;;TOURNEFEUILLE;31557;315570000122;3105571333B
RUE LUCIEN SIRET;Rue Lucien Siret;SIRET;;;CASTELGINEST;31116;311160000174;3101160635K
AV D HELIOPOLIS;Avenue d'Héliopolis;HELIOPOLIS;;;ST-ORENS-DE-GAMEVILLE;31506;315060000086;3105060688X
RUE DU COTEAU DE FRANCE;Rue Du Coteau De France;FRANCE;;;DREMIL-LAFAGE;31163;311630000044;3101630066M
RUE FRANCOIS GIRARDON;Rue François Girardon;GIRARDON;;;TOULOUSE;31555;315553209616;3105553508Z
PL JEAN DIEBOLD;Place Jean Diebold;DIEBOLD;;;TOULOUSE;31555;315559000132;3105554554L
RUE MURATET;Rue Muratet;MURATET;;;TOULOUSE;31555;315554844822;3105556157D
ALL DE BELLE ILE;Allée de Belle-Île;ILE;;;COLOMIERS;31149;311490000059;3101490186D
IMP DES ECOLES;Impasse des Écoles;ECOLES;;;VILLENEUVE-TOLOSANE;31588;315880000063;3105880341N
CHE DE SIRAC;Chemin De Sirac;SIRAC;;;SAINT-JORY;31490;314900000055;3104900206T
AV DE LA MARCAISSONNE;Avenue de la Marcaissonne;MARCAISSONNE;;;TOULOUSE;31555;315558362050;3105555597V
IMP DES NEFLIERS;Impasse des Néfliers;NEFLIERS;;;TOULOUSE;31555;315558411460;3105556225C
RUE DE L AUBEPINE;Rue de l'Aubépine;AUBEPINE;;;TOULOUSE;31555;315550342412;3105550596J
RUE DES ECOLES;Rue des Écoles;ECOLES;;;BEAUZELLE;31056;310560000031;3100560032R
RUE DU COL DE PORT;Rue du Col de Port;PORT;;;UNION;31561;315610000223;3105610175A
IMP AUGUSTE RENOIR;Impasse Auguste Renoir;RENOIR;;;AUCAMVILLE;31022;310220000139;3100220033P
RESIDENCE DES BALAITOUS;Résidence des Balaitous;BALAITOUS;;;BLAGNAC;31069;310690000034;310069A022T
ALL CARLOS GARDEL;Allée Carlos Gardel;GARDEL;;;COLOMIERS;31149;311490000191;3101490301D
RUE FIRMIN BOISSIN;Rue Firmin Boissin;BOISSIN;;;TOULOUSE;31555;315558421846;3105553315P
RUE MOQUIN TANDON;Rue Moquin Tandon;TANDON;;;TOULOUSE;31555;315554790423;3105556096M
IMP DE LA CHAPELLE;Impasse de la Chapelle;CHAPELLE;;;QUINT;31445;314450000026;3104450085G
RUE JEAN PIERRE PETIT;Rue Jean-Pierre Petit;PETIT;;;BLAGNAC;31069;310690000322;3100690544R
IMP DU CERS;Impasse du Cers;CERS;;;UNION;31561;315610000072;3105610134F
IMP LOUIS TASTAVIN;Impasse Louis Tastavin;TASTAVIN;;;TOULOUSE;31555;315558387505;3105558401T
RUE DES CYCLAMENS;Rue des Cyclamens;CYCLAMENS;;;VILLENEUVE-TOLOSANE;31588;315880000055;3105880298S
PAS DE LA LIBERTE;Passage de la Liberté;LIBERTE;;;LAUNAGUET;31282;312820000066;3102820159W
IMP DES MORRENES;Impasse des Morrènes;MORRENES;;;QUINT;31445;314450000078;3104450252N
RTE DE PARIS;Route de Paris;PARIS;;;FENOUILLET;31182;311820000074;3101820290Y
ALL DE PORNIC;Allée de Pornic;PORNIC;;;COLOMIERS;31149;311490000364;3101491035B
CHE DU CASSOULET;Chemin du Cassoulet;CASSOULET;;;PIBRAC;31417;314170000051;310417
CHE DE LA PLAINE;Chemin de la Plaine;PLAINE;;;SEILH;31541;315410000052;3105410007E
RUE DE LA TUILERIE;Rue de la Tuilerie;TUILERIE;;;MONS;31355;313550000069;3103550045E
IMP DU GAMOUNA;Impasse Du Gamouna;GAMOUNA;;;BRUGUIERES;31091;310910000076;3100910077M
IMP DE SALONIQUE;Impasse de Salonique;SALONIQUE;;;TOULOUSE;31555;315558441353;3105558118K
RUE DE LA SAUNE;Rue de la Saune;SAUNE;;;ST-ORENS-DE-GAMEVILLE;31506;315060000183;3105061180G
RUE SAINTE ODILE;Rue Sainte Odile;ODILE;;;TOULOUSE;31555;315556342449;3105558060X
RPT DE LEVADA;Rond-Point de Levada;LEVADA;;;CASTELGINEST;31116;311160000105;310116
RUE LEO LAGRANGE;Rue Léo Lagrange;LAGRANGE;;;TOULOUSE;31555;315553798446;3105555148G
IMP VINCENT SCOTTO;Impasse Vincent Scotto;SCOTTO;;;TOURNEFEUILLE;31557;315570000406;3105573625T
VA VA000271;Voie Anonyme Numéro 000271;;;;COLOMIERS;31149;31149A000271;
PL MICOULAUD;Place Micoulaud;MICOULAUD;;;TOULOUSE;31555;315558440547;3105555935M
IMP DU CAPITAINE ESCUDIE;Impasse du Capitaine Escudie;ESCUDIE;;;TOULOUSE;31555;315552620847;3105551664V
PONT GIORDANO BRUNO;Pont Giordano Bruno;BRUNO;;;TOULOUSE;31555;315558454503;3105553901B
RUE DE L ALLIER;Rue de l'Allier;ALLIER;;;TOULOUSE;31555;315550105625;3105550208M
ALL DE PIERREDON;Allée de Pierredon;PIERREDON;;;COLOMIERS;31149;311490000354;3101491005U
RUE JEAN PHILIPPE GATIEN;Rue Jean-Philippe Gatien;GATIEN;;;CUGNAUX;31157;311570000103;3101570384J
RUE MOLIERE;Rue Molière;MOLIERE;;;TOULOUSE;31555;315554697612;3105555996D
RUE DES SPORTS;Rue des Sports;SPORTS;;;CASTELGINEST;31116;311160000177;3101161030P
VA VA000030;Voie Anonyme Numéro 000030;;;;TOURNEFEUILLE;31557;31557A000030;
RUE DES CEDRES;Rue des Cèdres;CEDRES;;;FONBEAUZARD;31186;311860000014;3101860035D
CHE DE LA BARTHOLE;Chemin de la Barthole;BARTHOLE;;;CASTELGINEST;31116;311160000016;3101160111R
VA VA000060;Voie Anonyme Numéro 000060;;;;PIBRAC;31417;31417A000060;
PL DE QUERIGUT;Place de Quérigut;QUERIGUT;;;AUCAMVILLE;31022;310220000135;3100220305K
RUE DES ACACIAS;Rue des Acacias;ACACIAS;;;FENOUILLET;31182;311820000004;3101820005N
RPT DE GASTEFER;Rond-point de Gastefer;GASTEFER;;;CORNEBARRIEU;31150;311500000160;310150
PAS DU LOUP;Passage du Loup;LOUP;;;BALMA;31044;310440000156;3100440569B
AV DE MONS;Avenue de Mons;MONS;;;DREMIL-LAFAGE;31163;311630000090;3101630220E
VA VA000027;Voie Anonyme Numéro 000027;;;;BRAX;31088;31088A000027;
RUE DE L OCCITANIE;Rue de l'Occitanie;OCCITANIE;;;FENOUILLET;31182;311820000067;3101820263U
RUE LOUIS PRADET;Rue Louis Pradet;PRADET;;;BLAGNAC;31069;310690000340;3100690645A
VA VA000028;Voie Anonyme Numéro 000028;;;;LAUNAGUET;31282;31282A000028;
AV PAUL LANGEVIN;Avenue Paul Langevin;LANGEVIN;;;TOULOUSE;31555;315553849611;3105556628R
RUE DE LA SOURCE;Rue de la Source;SOURCE;;;BEAUZELLE;31056;310560000102;3100560155Z
RUE POUVILLON;Rue Pouvillon;POUVILLON;;;TOULOUSE;31555;315555542440;3105557068U
RPT DE GAFELAZE;Rond-point de Gafelaze;GAFELAZE;;;ST-ALBAN;31467;314670000153;310467
ALL DE PLANCHON;Allée de Planchon;PLANCHON;;;UNION;31561;315610000221;3105610637C
RUE DE LA PICHOUNELLE;Rue de la Pichounelle;PICHOUNELLE;;;UNION;31561;315610000217;3105610635A
RUE HENRI VALLEE;Rue Henri Vallée;VALLEE;;;TOULOUSE;31555;315558347022;3105554198Z
RUE DES PYRENEES;Rue des Pyrénées;PYRENEES;;;BLAGNAC;31069;310690000351;3100690882H
RUE DE SAINT PIERRE;Rue de Saint-Pierre;PIERRE;;;UNION;31561;315610000252;3105610707D
RUE FABAS;Rue Fabas;FABAS;;;SAINT-JORY;31490;314900000076;3104900052A
CLOS DES ARNIS;Clos de Arnis;ARNIS;;;BALMA;31044;310440000322;3100440075P
VA VA000134;Voie Anonyme Numéro 000134;;;;TOURNEFEUILLE;31557;31557A000134;
RUE DE L ORMEAU;Rue de l'Ormeau;ORMEAU;;;ST-ORENS-DE-GAMEVILLE;31506;315060000138;3105060920Z
VA VA000010;Voie anomyme numéro 000010;;;;QUINT;31445;31445A000010;
CHE DU MOULIN;Chemin du Moulin;MOULIN;;;BALMA;31044;310440000179;3100440605R
RUE D ISLY;Rue d'Isly;ISLY;;;TOULOUSE;31555;315553552018;3105554360A
AV EDOUARD DEBAT PONSAN;Avenue Edouard Debat Ponsan;PONSAN;;;TOULOUSE;31555;315552179217;3105552548F
CHE DE CRABIE;Chemin de Crabié;CRABIE;;;PIBRAC;31417;314170000076;3104170070M
RUE DE L AMANDIER;Rue de l'Amandier;AMANDIER;;;TOULOUSE;31555;315550121602;3105550228J
ALL DE LA NESTE;Allée de la Neste;NESTE;;;COLOMIERS;31149;311490000311;3101490893X
RUE DU SALAT;Rue Du Salat;SALAT;;;MONTRABE;31389;313890000077;3103890361A
IMP VAUBAN;Impasse Vauban;VAUBAN;;;BLAGNAC;31069;310690000413;3100691068K
RUE DU HAMEAU A LA FRANCAISE;Rue du Hameau à la Française;FRANCAISE;;;FENOUILLET;31182;311820000039;310182A030K
RUE DES GIROFLEES;Rue des Giroflées;GIROFLEES;;;TOULOUSE;31555;315553212850;3105553904E
RUE MARIE DRUEZ;Rue Marie Druez;DRUEZ;;;BALMA;31044;310440000094;3100440576J
RUE RAPAS;Rue Rapas;RAPAS;;;TOULOUSE;31555;315555731235;3105557276V
RUE DU SIDOBRE;Rue du Sidobre;SIDOBRE;;;TOURNEFEUILLE;31557;315570000408;3105573350U
PL DU PR FERNAND CAUJOLLE;Place du Professeur Fernand Caujolle;CAUJOLLE;;;TOULOUSE;31555;315558404451;3105557162W
IMP DES FLANDRES;Impasse des Flandres;FLANDRES;;;BLAGNAC;31069;310690000167;3100690351F
AV REMY SANS;Avenue Rémy Sans;SANS;;;TOULOUSE;31555;315556480018;3105558136E
CHE DE FOURNAULIS;Chemin de Fournaulis;FOURNAULIS;;;TOURNEFEUILLE;31557;315570000180;3105570183B
IMP MALET;Impasse Malet;MALET;;;FENOUILLET;31182;311820000060;3101820259P
RUE LAGRENEE;Rue Lagrenee;LAGRENEE;;;TOULOUSE;31555;315553801619;3105554952U
PAS DU LIORAN;Passage du Lioran;LIORAN;;;COLOMIERS;31149;311490000251;3101490762E
RUE BLANCHE;Rue Blanche;BLANCHE;;;TOULOUSE;31555;315550931242;3105551192G
PAS DES CHASSEURS;Passage des Chasseurs;CHASSEURS;;;TOURNEFEUILLE;31557;315570000113;3105571266D
RTE DU CHATEAU D EAU;Route du Château d'Eau;EAU;;;AUSSONNE;31032;310320000033;3100320035Y
RUE OCTAVE FEUILLET;Rue Octave Feuillet;FEUILLET;;;TOULOUSE;31555;315552784024;3105556352R
CHE DU CHENE CORNU;Chemin Du Chêne Cornu;CORNU;;;LESPINASSE;31293;312930000058;3102930035N
CHE DES RAMIERS;Chemin des Ramiers;RAMIERS;;;BEAUZELLE;31056;310560000122;3100560140H
RTE DE PIBRAC;Route de Pibrac;PIBRAC;;;MONDONVILLE;31351;313510000059;3103510033J
RPT AUGUSTE DESARNAUTS;Rond-point Auguste Desarnauts;DESARNAUTS;;;TOULOUSE;31555;315559000001;3105550642J
CHE D ESTAQUEBIAU;Chemin D'estaquebiau;ESTAQUEBIAU;;;ST-JEAN;31488;314880000100;3104880210F
CHE CAMINAS;Chemin Caminas;CAMINAS;;;VILLENEUVE-TOLOSANE;31588;315880000029;3105880150F
CHEM DELPONT;Cheminement Delpont;DELPONT;;;BLAGNAC;31069;310690000133;3100690259F
PL DES CYTISES;Place Des Cytises;CYTISES;;;ST-JEAN;31488;314880000165;3104880190J
VA VA000126;Voie Anonyme Numéro 000126;;;;UNION;31561;31561A000126;
CHE DES SAUGES;Chemin des Sauges;SAUGES;;;TOULOUSE;31555;315556518440;3105558162H
RUE PIERRE DE COUBERTIN;Rue Pierre De Coubertin;COUBERTIN;;;ST-JEAN;31488;314880000042;3104880560L
IMP LOUIS EYCHENNE;Impasse Louis Eychenne;EYCHENNE;;;TOULOUSE;31555;315558427743;3105555375D
RUE DU PUYMORENS;Rue du Puymorens;PUYMORENS;;;TOURNEFEUILLE;31557;315570000374;3105573160M
IMP DE L UBAC;Impasse de l'Ubac;UBAC;;;TOURNEFEUILLE;31557;315570000433;3105573475E
IMP DE LA PIFRO;Impasse de la Pifro;PIFRO;;;BALMA;31044;310440000295;3100440693L
RUE CHARLES CAMICHEL;Rue Charles Camichel;CAMICHEL;;;TOULOUSE;31555;315551340857;3105551560G
RUE VICTOR SCHOELCHER;Rue Victor Schoelcher;SCHOELCHER;;;BALMA;31044;310440000257;3100440917
RUE BIOT;Rue Biot;BIOT;;;TOULOUSE;31555;315550892830;3105551172K
CHE DE LA GARENNE;Chemin de la Garenne;GARENNE;;;CASTELGINEST;31116;311160000082;310116B021Z
RUE DE LA TOUR;Rue de la Tour;TOUR;;;BRUGUIERES;31091;310910000132;3100910222V
PAS ROQUEMAUREL;Passage Roquemaurel;ROQUEMAUREL;;;TOULOUSE;31555;315558435558;3105557609G
AV LOUIS COUDER;Avenue Louis Couder;COUDER;;;ST-ORENS-DE-GAMEVILLE;31506;315060000054;3105060780X
RUE DES GONGOUS;Rue des Gongous;GONGOUS;;;TOULOUSE;31555;315553254435;3105553952G
AV POMPIDOU;Avenue Pompidou;POMPIDOU;;;CUGNAUX;31157;311570000189;3101570338J
PL DU RECTEUR CLAUDE CHALIN;Place du Recteur Claude Chalin;CHALIN;;;TOULOUSE;31555;315559000139;3105551853A
RUE DE LA LAVANDE;Rue de la Lavande;LAVANDE;;;TOURNEFEUILLE;31557;315570000254;3105572390A
RUE ISABEY;Rue Isabey;ISABEY;;;TOULOUSE;31555;315553545621;3105554352S
RUE DE LA CRESSONNIERE;Rue de la Cressonnière;CRESSONNIERE;;;CUGNAUX;31157;311570000078;3101570250N
RUE DES EDELWEISS;Rue des Edelweiss;EDELWEISS;;;TOULOUSE;31555;315552528026;3105552868D
RUE DU CRE PHILLIPE;Rue du Commissaire Phillipe;PHILLIPE;;;TOULOUSE;31555;315551900845;3105552248E
IMP CHARLES FOURIER;Impasse Charles Fourier;FOURIER;;;TOULOUSE;31555;315552924837;3105551932L
ALL DES ROLLIERS;Allée des Rolliers;ROLLIERS;;;ST-ORENS-DE-GAMEVILLE;31506;315060000176;3105061140N
RUE JEAN SEGUY;Rue Jean Seguy;SEGUY;;;TOULOUSE;31555;315558364927;3105554657Y
RUE PAUL CAMPADIEU;Rue Paul Campadieu;CAMPADIEU;;;TOULOUSE;31555;315551350427;3105556596F
ALL DES ROSSIGNOLS;Allée des Rossignols;ROSSIGNOLS;;;ST-ORENS-DE-GAMEVILLE;31506;315060000178;3105061150Z
RUE DES CATALPAS;Rue des Catalpas;CATALPAS;;;TOURNEFEUILLE;31557;315570000092;3105571130F
RTE DE PECHBONNIEU;Route de Pechbonnieu;PECHBONNIEU;;;CASTELGINEST;31116;311160000142;3101160800P
ALL DU PARC;Allée du Parc;PARC;;;GAGNAC-SUR-GARONNE;31205;312050000042;3102050160G
RUE D OX;Rue d'Ox;OX;;;TOULOUSE;31555;315555100820;3105556444R
RUE DU BOUSQUET;Rue du Bousquet;BOUSQUET;;;ST-ORENS-DE-GAMEVILLE;31506;315060000029;3105060470K
RUE DES ROITELETS;Rue des Roitelets;ROITELETS;;;VILLENEUVE-TOLOSANE;31588;315880000155;3105880750H
RUE DU TILLEUL;Rue Du Tilleul;TILLEUL;;;BRUGUIERES;31091;310910000028;3100910215M
AV JULES MICHELET;Avenue Jules Michelet;MICHELET;;;BLAGNAC;31069;310690000253;3100690559G
RUE GILLES DE GOISLARD DE MONSABERT;Rue Gilles Goislard de Monsabert;MONSABERT;;;TOULOUSE;31555;315559000244;3105553897X
IMP DU FRENE;Impasse du Frêne;FRENE;;;FENOUILLET;31182;311820000041;3101820130Z
IMP JEAN MERMOZ;Impasse Jean Mermoz;MERMOZ;;;ST-ALBAN;31467;314670000089;3104670205S
RPT DE LA CEPIERE;Rond-point de la Cépière;CEPIERE;;;TOULOUSE;31555;315558429702;3105551821R
RUE LOUIS BLANC;Rue Louis Blanc;BLANC;;;TOULOUSE;31555;315550921611;3105555356H
IMP DU ROUERGUE;Impasse du Rouergue;ROUERGUE;;;VILLENEUVE-TOLOSANE;31588;315880000162;3105880793E
RUE DU DIX NEUF MARS 1962;Rue du Dix-Neuf Mars 1962;MARS;;;LAUNAGUET;31282;312820000001;3102820172K
RUE DES AMANDIERS;Rue des Amandiers;AMANDIERS;;;BLAGNAC;31069;310690000013;3100690039S
CHE DE HEREDIA;Chemin de Heredia;HEREDIA;;;TOULOUSE;31555;315553433660;3105554216U
RUE DES CHAMPS;Rue Des Champs;CHAMPS;;;ST-JEAN;31488;314880000161;3104880130U
