libelle;libelle_complet;commune;code_insee;sti;rivoli;
IMP DU BOURGUIGNON;Impasse Du Bourguignon;FLOURENS;31184;311840000019;310184B004K;
RTE DE MONDONVILLE;Route de Mondonville;CORNEBARRIEU;31150;311500000086;3101500131P;
RUE DES CERISIERS;Rue des Cerisiers;TOULOUSE;31555;315551574410;3105551828Y;
RUE AMABLE BENOIST DE SAINT ANGE;Rue Amable Benoist de Saint-Ange;TOULOUSE;31555;315559000009;3105550230L;
ALL DES ALBIZZIAS;Allée des Albizzias;MONDONVILLE;31351;313510000093;3103510063S;
IMP BENJAMIN FRANKLIN;Impasse Benjamin Franklin;CUGNAUX;31157;311570000099;3101570303W;
RUE JEAN LOUIS HARCHENKO;Rue Jean-Louis Harchenko;TOULOUSE;31555;315559000174;3105554599K;
VA VA000088;Voie Anonyme Numéro 000088;SAINT-JORY;31490;31490A000088;;
RUE PETRARQUE;Rue Pétrarque;TOULOUSE;31555;315555347238;3105556796Y;
RUE FIGEAC;Rue Figeac;TOULOUSE;31555;315552796838;3105553296U;
CHEM DE LA CHAMPAGNE;Cheminement de la Champagne;BLAGNAC;31069;310690000099;3100690182X;
ALL DE L EUROPE;Allée de l' Europe;SEILH;31541;315410000073;3105410059L;
CLOS DES CARDABELLES;Clos des Cardabelles;TOURNEFEUILLE;31557;315570000087;3105571090M;
CHE DE LA GRENOUILLETTE;Chemin de la Grenouillette;TOURNEFEUILLE;31557;315570000213;3105571940L;
RPT DE L AMITIE;Rond-point de l'Amitié;COLOMIERS;31149;311490000525;310149;
CHE DES DEUX PROVINCES;Chemin des Deux Provinces;CORNEBARRIEU;31150;311500000109;3101500042T;
RUE DES PYRENEES;Rue Des Pyrénées;GRATENTOUR;31230;312300000029;3102300250W;
LOT D ALIES;Lotissement d'Aliés;AUSSONNE;31032;310320000002;310032A012T;
CLOS SESQUIERES;Clos Sesquières;ST-JEAN;31488;314880000149;310488A005C;
IMP DES QUATRE CHEMINS;Impasse des Quatre Chemins;CORNEBARRIEU;31150;311500000037;310150;
RUE DU BOSC;Rue du Bosc;FENOUILLET;31182;311820000016;3101820060Y;
AUTOROUTE A68;Autoroute A68;UNION;31561;315610000001;310561X008C;
PL DES EUCALYPTUS;Place Des Eucalyptus;ST-JEAN;31488;314880000016;3104880220S;
IMP DU PETIT PARADIS;Impasse Du Petit Paradis;LESPINASSE;31293;312930000068;310293;
IMP SAINT JEAN;Impasse Saint-jean;LESPINASSE;31293;312930000012;3102930195M;
RUE JACQUES BABINET;Rue Jacques Babinet;TOULOUSE;31555;315558339717;3105554394M;
RUE HUMBERT TOMATIS;Rue Humbert Tomatis;TOULOUSE;31555;315558417459;3105554193U;
IMP DES BITARELLES;Impasse Des Bitarelles;ST-JEAN;31488;314880000195;3104880075J;
RUE PIERRE DELDI;Rue Pierre Deldi;TOULOUSE;31555;315558437823;3105556882S;
RUE DU DIX NEUF MARS 1962;Rue du Dix-Neuf Mars 1962;BEAUZELLE;31056;310560000004;3100560185G;
RUE ANDRE BROUSSIN;Rue André Broussin;TOULOUSE;31555;315558384842;3105550293E;
ALL DU PLANTAUREL;Allée du Plantaurel;COLOMIERS;31149;311490000598;3101491019J;
PL MARIE CURIE;Place Marie Curie;TOURNEFEUILLE;31557;315570000144;3105572520S;
IMP DES ECOLES;Impasse des Ecoles;DREMIL-LAFAGE;31163;311630000097;3101630080C;
RUE LEON JOULIN;Rue Léon Joulin;TOULOUSE;31555;315558341227;3105555158T;
RUE SAINT THOMAS D AQUIN;Rue Saint Thomas d'Aquin;TOULOUSE;31555;315556419222;3105557996C;
RUE DES ROSES;Rue des Roses;TOULOUSE;31555;315556028828;3105557628C;
ALL DES CEDRES;Allée des Cèdres;PIBRAC;31417;314170000053;3104170049P;
RUE DES CHENES;Rue des Chênes;CORNEBARRIEU;31150;311500000038;3101500037M;
RUE DU FOUR;Rue du Four;FENOUILLET;31182;311820000038;3101820115H;
QU EXIL REPUBLICAIN ESPAGNOL;Quai de l' Exil Républicain Espagnol;TOULOUSE;31555;315559000157;3105553162Y;
CHE DE LA MADELEINE;Chemin de la Madeleine;FLOURENS;31184;311840000080;3101840012M;
RUE DES ANTILLES;Rue des Antilles;BALMA;31044;310440000012;3100440040B;
AV DE TOULOUSE;Avenue de Toulouse;BALMA;31044;310440000265;3100440870D;
ALL RENE DESCARTES;Allée René Descartes;COLOMIERS;31149;311490000151;3101491088J;
RUE DE BIDART;Rue de Bidart;UNION;31561;315610000046;3105610080X;
RUE HENRI BEGOUEN;Rue Henri Begouen;VILLENEUVE-TOLOSANE;31588;315880000011;3105880281Y;
ALL MARYSE BASTIE;Allée Maryse Bastié;AUSSONNE;31032;310320000011;3100320129A;
RUE DES JONQUILLES;Rue des Jonquilles;VILLENEUVE-TOLOSANE;31588;315880000089;3105880922V;
RUE DES TAMARIS;Rue des Tamaris;BLAGNAC;31069;310690000393;3100691040E;
ESP DES ECOLES;Esplanade Des Écoles;MONTRABE;31389;313890000036;3103890241V;
RUE DES PRIMEVERES;Rue Des Primevères;ST-JEAN;31488;314880000157;3104880600E;
RUE CEL J STANISLAS REMY;Rue Colonel Jean Stanislas Remy;TOULOUSE;31555;315558423601;3105552199B;
RUE JEAN BAPTISTE SENDERENS;Rue Jean-Baptiste Senderens;CUGNAUX;31157;311570000213;3101570381F;
RUE DES JONQUILLES;Rue Des Jonquilles;ST-JEAN;31488;314880000041;3104880360U;
RTE DE TOULOUSE;Route de Toulouse;CUGNAUX;31157;311570000222;3101570690S;
RUE ANTOINE PASTRE;Rue Antoine Pastre;TOULOUSE;31555;315558452239;3105550379Y;
CHE DE CANTELOUBE;Chemin de Canteloube;MONDOUZIL;31352;313520000027;310325;
RUE PAUL MERIEL;Rue Paul Mériel;TOULOUSE;31555;315554582417;3105556632V;
IMP DE LA FLAMBERE;Impasse de la Flambère;TOULOUSE;31555;315552819212;3105553328D;
RUE DU CINQ AVRIL 1991;Rue du Cinq Avril 1991;FENOUILLET;31182;311820000003;3101820023H;
AV DE FRANCAZAL;Avenue de Francazal;VILLENEUVE-TOLOSANE;31588;315880000075;3105880430K;
ALL DU VELAY;Allée du Velay;COLOMIERS;31149;311490000466;3101491334B;
IMP BORDENOIRE II;Impasse Bordenoire II;TOURNEFEUILLE;31557;315570000228;3105570941A;
CLOS DE L ISERAN;Clos de l'Iseran;TOURNEFEUILLE;31557;315570000235;3105572120G;
IMP DOMINIQUE AYRAL;Impasse Dominique Ayral;ST-ALBAN;31467;314670000017;3104670105H;
ALL DES ACACIAS;Allée des Acacias;BEAUZELLE;31056;310560000006;3100560002H;
CHEM L SACHA GUITRY;Cheminement Lucien et Sacha Guitry;TOULOUSE;31555;315558350256;3105555466C;
RUE DU CHAMP DE BOUSQUET;Rue Du Champ De Bousquet;LESPINASSE;31293;312930000041;3102930033L;
RUE DE LA MEUSE;Rue de la Meuse;TOULOUSE;31555;315554614432;3105555912M;
RESIDENCE JEAN MOULIN;Résidence Jean Moulin;FENOUILLET;31182;311820000062;310182A033N;
PL DES CERISIERS;Place Des Cerisiers;ST-JEAN;31488;314880000163;3104880120H;
AV DE LAVAUR;Avenue de Lavaur;TOULOUSE;31555;315553984007;3105555116X;
AV DE PURPAN;Avenue de Purpan;BLAGNAC;31069;310690000350;3100690880F;
RUE DE BELFORT;Rue de Belfort;TOULOUSE;31555;315550723236;3105551000Y;
RUE PIERRE BRUNIERE;Rue Pierre Brunière;TOULOUSE;31555;315551225601;3105556872F;
RUE D IENA;Rue d'Iéna;TOULOUSE;31555;315553494456;3105554284T;
RUE BOULOC;Rue Bouloc;TOULOUSE;31555;315551075218;3105551332J;
RUE JULES DE RESSEGUIER;Rue Jules de Resseguier;TOULOUSE;31555;315555852837;3105554804H;
IMP SANTOS DUMONT;Impasse Santos Dumont;BLAGNAC;31069;310690000143;3100690981R;
ALL DES LYS;Allée de Lys;PIBRAC;31417;314170000190;3104170264Y;
RPT DE L OISEAU BLANC;Rond-point de l'Oiseau Blanc;COLOMIERS;31149;311490000537;310149;
RUE LIONEL TERRAY;Rue Lionel Terray;BLAGNAC;31069;310690000394;3100690640V;
AV MAURICE HAURIOU;Avenue Maurice Hauriou;TOULOUSE;31555;315553411215;3105555804V;
RUE DU HAMEAU;Rue du Hameau;ST-ORENS-DE-GAMEVILLE;31506;315060000085;3105060685U;
CHE DE REBUDE;Chemin de Rébude;QUINT;31445;314450000099;310445;
CHE DES TAILLADES;Chemin des Taillades;BRAX;31088;310880000050;3100880170B;
RUE DU LAC DE GAUBE;Rue du Lac de Gaubé;UNION;31561;315610000102;3105610330U;
IMP DU VELAY;Impasse du Velay;BLAGNAC;31069;310690000417;3100691069L;
IMP JEAN GIONO;Impasse Jean Giono;BLAGNAC;31069;310690000195;3100690526W;
RUE CLEMENT ADER;Rue Clément Ader;BALMA;31044;310440000076;3100440275G;
CHE DU VALLON;Chemin du Vallon;TOULOUSE;31555;315557078428;3105558696N;
IMP DE VENASQUE;Impasse de Venasque;TOULOUSE;31555;315558413521;3105558759G;
ALL DE L ARTOIS;Allée de l'Artois;COLOMIERS;31149;311490000031;3101490068A;
IMP DES CORPS FRANCS;Impasse des Corps Francs;CUGNAUX;31157;311570000261;3101570245H;
RUE DE SANARY;Rue de Sanary;UNION;31561;315610000257;3105610708E;
IMP CONDORCET;Impasse Condorcet;LAUNAGUET;31282;312820000035;3102820076F;
RUE DU MARECHAL GALLIENI;Rue du Maréchal Galliéni;CASTELGINEST;31116;311160000081;3101160693Y;
VA VA007694;Voie Anonyme Numéro 007694;TOULOUSE;31555;31555A007694;310555;
RUE DES AMANDIERS;Rue des Amandiers;UNION;31561;315610000008;3105610025M;
ALL PIERRE DE BOISSON;Allée Pierre De Boisson;SEILH;31541;315410000015;3105410110S;
IMP DES SAULES;Impasse Des Saules;BRUGUIERES;31091;310910000081;3100910203Z;
RUE SAINT PIERRE;Rue Saint-Pierre;CASTELGINEST;31116;311160000171;3101160980K;
IMP DE NIAUX;Impasse de Niaux;TOULOUSE;31555;315558345818;3105556258N;
CHE BERNARD SARRETTE;Chemin Bernard Sarrette;TOULOUSE;31555;315556505636;3105551092Y;
IMP MESSIAN;Impasse Messian;ST-ALBAN;31467;314670000092;3104670328A;
RUE GUYNEMER;Rue Guynemer;CUGNAUX;31157;311570000115;3101570360H;
RUE DE CUCSAC;Rue De Cucsac;BRUGUIERES;31091;310910000094;3100910048F;
RUE JEAN MERMOZ VOIE MODE DOUX;Rue Jean Mermoz Voie Mode Doux;FONBEAUZARD;31186;311860000034;310186;
RUE DE GASCOGNE;Rue de Gascogne;AUSSONNE;31032;310320000046;3100320072N;
RUE DES CHARMES;Rue des Charmes;MONDONVILLE;31351;313510000022;3103510064T;
PL DES LILAS;Place des Lilas;VILLENEUVE-TOLOSANE;31588;315880000101;3105880525N;
ESPA MARCEL ACHARD;Espace Marcel Achard;TOULOUSE;31555;315559000246;3105555596U;
IMP ALFRED DE MUSSET;Impasse Alfred de Musset;CUGNAUX;31157;311570000170;3101571000D;
RUE D AVRANCHES;Rue d'Avranches;TOULOUSE;31555;315550438457;3105550740R;
RUE JOSEPH KESSEL;Rue Joseph Kessel;BLAGNAC;31069;310690000218;3100690556D;
RUE GEORGES BIDAULT;Rue Georges Bidault;TOULOUSE;31555;315558395830;3105553841L;
RPT DE TERREFORT;Rond-point de Terrefort;CORNEBARRIEU;31150;311500000157;310150;
RUE PIERRE SEEL;Rue Pierre Seel;TOULOUSE;31555;315559000140;3105558206F;
RUE D AIX;Rue d'Aix;TOULOUSE;31555;315550070437;3105550092L;
AV DE L OBSERVATOIRE;Avenue de l'Observatoire;TOULOUSE;31555;315555017640;3105556348L;
RUE AUGUSTE BARTHOLDI;Rue Auguste Bartholdi;TOULOUSE;31555;315550588840;3105550636C;
IMP D ARTOIS;Impasse d'Artois;TOURNEFEUILLE;31557;315570000025;3105570740G;
RUE DES LILAS;Rue des Lilas;ST-ALBAN;31467;314670000081;3104670280Y;
RTE DE LABEGE;Route de Labège;TOULOUSE;31555;315553731243;3105554884V;
RUE DE LA CREUSE;Rue de la Creuse;TOULOUSE;31555;315552057625;3105552400V;
RUE DE BEAUCAIRE;Rue de Beaucaire;TOULOUSE;31555;315558405808;3105550953X;
ALL AMELIA EARHART;Allée Amelia Earhart;TOULOUSE;31555;315559000181;3105550249G;
RUE COROT;Rue Corot;BLAGNAC;31069;310690000119;3100690226V;
VA VA000151;Voie Anonyme Numéro 000151;PIBRAC;31417;31417A000151;;
RUE JACQUELINE AURIOL;Rue Jacqueline Auriol;TOULOUSE;31555;315559000169;3105554434F;
CHE REBOUL;Chemin Reboul;TOULOUSE;31555;315555779227;3105557336K;
RUE DES CHARDONS;Rue des Chardons;TOULOUSE;31555;315551657651;3105551900B;
RUE D USTARITZ;Rue d'Ustaritz;UNION;31561;315610000282;3105610775C;
RUE DE LA RHUNE;Rue de la Rhune;BEAUZELLE;31056;310560000091;3100560144M;
ALL DES GLYCINES;Allée des Glycines;PIBRAC;31417;314170000096;3104170155E;
VA VA007834;Voie Anonyme Numéro 007834;TOULOUSE;31555;31555A007834;310555;
RUE DES TOPAZES;Rue des Topazes;ST-ORENS-DE-GAMEVILLE;31506;315060000197;3105061230L;
AV DU LYCEE;Avenue du Lycée;ST-ORENS-DE-GAMEVILLE;31506;315060000106;3105060786D;
AV ALBERT BEDOUCE;Avenue Albert Bedouce;TOULOUSE;31555;315550704025;3105550112H;
RUE MALBEC;Rue Malbec;TOULOUSE;31555;315554294404;3105555532Z;
RUE MOZART;Rue Mozart;CASTELGINEST;31116;311160000129;3101160715X;
AV DES PLATANES;Avenue des Platanes;BLAGNAC;31069;310690000333;3100690826X;
RUE SOPHIE SCHOLL;Rue Sophie Scholl;ST-ORENS-DE-GAMEVILLE;31506;315060000221;3105060686V;
IMP DE BOUGENG;Impasse de Bougeng;SAINT-JORY;31490;314900000065;310490B016T;
RUE DES BLEUETS;Rue des Bleuets;VILLENEUVE-TOLOSANE;31588;315880000017;3105880113R;
RUE CHARLES PEGUY;Rue Charles Péguy;BLAGNAC;31069;310690000315;3100690183Y;
RUE DE CASTELNAUDARY;Rue de Castelnaudary;TOULOUSE;31555;315551507207;3105551764D;
IMP DE L AUBRAC;Impasse De L'aubrac;BRUGUIERES;31091;310910000015;3100910027H;
RPT SAINTE ANNE;Rond-Point Sainte-Anne;BALMA;31044;310440000011;310044B106E;
IMP ALBERT CAMUS;Impasse Albert Camus;BLAGNAC;31069;310690000084;3100690024A;
RUE DU LIMOUSIN;Rue du Limousin;BLAGNAC;31069;310690000232;3100690635P;
RPT DE L AUSSONNELLE;Rond-point de l'Aussonnelle;SEILH;31541;315410000071;310541;
RUE RAYMOND LIZOP;Rue Raymond Lizop;TOULOUSE;31555;315558348440;3105557314L;
CHEM LE TITIEN;Cheminement le Titien;TOULOUSE;31555;315556870422;3105558489N;
RUE AUGUSTE GRANIER;Rue Auguste Granier;TOULOUSE;31555;315553312058;3105550648R;
IMP DE COUDERC;Impasse de Couderc;COLOMIERS;31149;311490000132;3101490419G;
IMP DU VIEUX PUITS;Impasse du Vieux Puits;QUINT;31445;314450000131;3104450428E;
IMP SIMONE DE BEAUVOIR;Impasse Simone De Beauvoir;ST-JEAN;31488;314880000106;3104880695H;
RUE DE LA RIVIERE;Rue de la Rivière;BRUGUIERES;31091;310910000133;3100912711A;
RUE LAMARTINE;Rue Lamartine;BRUGUIERES;31091;310910000064;3100910125P;
RUE DU PARC;Rue du Parc;FENOUILLET;31182;311820000073;3101820280M;
IMP PROUDHOM;Impasse Proudhom;TOULOUSE;31555;315555619213;3105557164Y;
RUE JULIEN FORGUES;Rue Julien Forgues;TOULOUSE;31555;315558377221;3105554838V;
RPT CHARLES DE GAULLE;Rond-point Charles de Gaulle;BALMA;31044;310440000291;3100440225C;
RUE EDOUARD DULAURIER;Rue Edouard Dulaurier;TOULOUSE;31555;315552441622;3105552804J;
PL DE L EUROPE;Place de l'Europe;TOULOUSE;31555;315558421336;3105553155R;
RUE DES ROITELETS;Rue des Roitelets;BEAUZELLE;31056;310560000095;3100560145N;
IMP DU CAPCIR;Impasse du Capcir;PIBRAC;31417;314170000046;3104170043H;
PL NEUTRE;Place Neutre;CASTELGINEST;31116;311160000134;3101160550T;
RUE DE LA POLYNESIE;Rue de la Polynésie;ST-ORENS-DE-GAMEVILLE;31506;315060000157;3105061015C;
RUE DE GEMBLOUX;Rue de Gembloux;TOULOUSE;31555;315558340013;3105553806Y;
CHE DE L OUSTALET;Chemin de l'Oustalet;AUCAMVILLE;31022;310220000118;3100220260L;
IMP DES CHENES;Impasse des Chenes;AIGREFEUILLE;31003;310030000045;3100030019G;
CHE DE MAZURIE;Chemin de Mazurié;AUCAMVILLE;31022;310220000101;3100220220T;
RUE J. MASSENET;Rue J. Massenet;TOURNEFEUILLE;31557;315570000282;3105572300C;
PL DE L HORLOGE;Place de l'Horloge;MONDONVILLE;31351;313510000037;3103510022X;
IMP PICAREL;Impasse Picarel;TOULOUSE;31555;315558382822;3105556843Z;
RUE DU CHAMP DEL REY;Rue Du Champ Del Rey;GRATENTOUR;31230;312300000028;3102300033K;
CHE DE RIBAUTE;Chemin de Ribaute;BALMA;31044;310440000232;3100440752A;
CHE DU RAMELET MOUNDI;Chemin du Ramelet Moundi;TOULOUSE;31555;315555718431;3105557260C;
CHE DU MERLE;Chemin du Merle;UNION;31561;315610000162;3105610390J;
ALL DES FENAISONS;Allée Des Fenaisons;AIGREFEUILLE;31003;310030000016;3100030025N;
CHE DE LA GLACIERE;Chemin de la Glacière;TOULOUSE;31555;315553225654;3105553924B;
ALL JEAN LOUP CHRETIEN;Allée Jean Loup Chrétien;TOULOUSE;31555;315559000199;3105554613A;
CHE DE SAINT MARTORY;Chemin de Saint Martory;TOULOUSE;31555;315556326411;3105557912L;
RUE SAINT HUBERT;Rue Saint Hubert;TOULOUSE;31555;315556249638;3105557832Z;
VA VA000026;Voie Anonyme Numéro 000026;VILLENEUVE-TOLOSANE;31588;31588A000026;;
RUE DES JARDINS;Rue des Jardins;FENOUILLET;31182;311820000049;3101820204E;
IMP DES AMANDIERS;Impasse Des Amandiers;BRUGUIERES;31091;310910000029;3100910025F;
RUE MAX LINDER;Rue Max Linder;BALMA;31044;310440000154;3100440582R;
RUE DE CRABINET;Rue de Crabinet;CORNEBARRIEU;31150;311500000048;3101500035K;
ALL DE LA NIEVRE;Allée de la Nièvre;COLOMIERS;31149;311490000312;3101490895Z;
CHE DE L ARIZE;Chemin  de l'Arize;COLOMIERS;31149;311490000239;3101490060S;
CHE DE SAINT AMAND;Chemin de Saint Amand;TOULOUSE;31555;315556121639;3105557700F;
RUE DES SANTOLINES;Rue des Santolines;LESPINASSE;31293;312930000093;3102930226W;
RUE HUBERT MONLOUP;Rue Hubert Monloup;TOULOUSE;31555;315558448158;3105554267Z;
IMP AMEDEO MODIGLIANI;Impasse Amédéo Modigliani;TOULOUSE;31555;315558390433;3105550227H;
PAS SAINT MARTIN;Passage Saint-Martin;BALMA;31044;310440000251;3100440813S;
IMP JEAN ETCHEPARE;Impasse Jean Etchepare;TOULOUSE;31555;315558436609;3105554574H;
CHE DU FERRADOU;Chemin du Ferradou;BLAGNAC;31069;310690000159;3100690347B;
RUE DE PURPAN;Rue de Purpan;TOULOUSE;31555;315555654401;3105557196H;
IMP DE LA BERGERONNETTE;Impasse de la Bergeronnette;UNION;31561;315610000043;3105610073P;
ALL DU QUERCY;Allée du Quercy;COLOMIERS;31149;311490000382;3101491053W;
BD PERSEE;Boulevard Persée;BLAGNAC;31069;310690000319;3100690769K;
RUE CAMILLE PISSARRO;Rue Camille Pissarro;TOULOUSE;31555;315558433742;3105551581E;
AV CLAUDE GONIN;Avenue Claude Gonin;BLAGNAC;31069;310690000199;3100690194K;
PL DU HUIT MAI 1945;Place du Huit Mai 1945;CUGNAUX;31157;311570000002;3101570369T;
CHE DE LA VIEILLE COTE;Chemin de la Vieille Côte;LAUNAGUET;31282;312820000039;3102820250V;
AV CRAMPEL;Avenue Crampel;TOULOUSE;31555;315552044821;3105552384C;
PL DES CERISIERS;Place Des Cerisiers;BEAUPUY;31053;310530000031;3100530055D;
CHE DES BOURDETS;Chemin des Bourdets;TOURNEFEUILLE;31557;315570000068;3105570960W;
IMP VIDAILHAC;Impasse Vidailhac;SAINT-JORY;31490;314900000098;3104900232W;
RUE FERNAND LEGER;Rue Fernand Léger;TOURNEFEUILLE;31557;315570000471;3105570601F;
RUE DE ROUEN;Rue de Rouen;TOULOUSE;31555;315556054436;3105557652D;
VA VA000081;Voie Anonyme Numéro 000081;CORNEBARRIEU;31150;31150A000081;;
VA VA000498;Voie Anonyme Numéro 000498;TOULOUSE;31555;31555A000498;310555;
RUE BERTHELOT;Rue Berthelot;TOULOUSE;31555;315550822454;3105551104L;
RUE DE LA CHAUSSEE;Rue de la Chaussée;TOULOUSE;31555;315551712040;3105552000K;
IMP ARISTIDE BERGES;Impasse Aristide Berges;CUGNAUX;31157;311570000027;3101570022R;
IMP MARGUERITE YOURCENAR;Impasse Marguerite Yourcenar;TOULOUSE;31555;315558449107;3105555673C;
RTE DE L EGLISE;Route de l'Église;PIN-BALMA;31418;314180000007;3104180095K;
RUE DES COQUELICOTS;Rue des Coquelicots;MONS;31355;313550000067;3103550315Y;
PAS DE L EGALITE;Passage de l'Égalité;LAUNAGUET;31282;312820000048;3102820121E;
RUE DU COUSTELA;Rue Du Coustéla;GRATENTOUR;31230;312300000022;3102300045Y;
RUE ALPHONSE DAUDET;Rue Alphonse Daudet;CASTELGINEST;31116;311160000058;3101160040N;
PL LOU CASTEL;Place Lou Castel;CASTELGINEST;31116;311160000039;3101160615N;
VA VA000087;Voie Anonyme Numéro 000087;UNION;31561;31561A000087;;
RUE JEAN PERRIN;Rue Jean Perrin;TOULOUSE;31555;315558346522;3105554630U;
RUE DU LAC BLEU;Rue du Lac Bleu;UNION;31561;315610000051;3105610320H;
ALL DE LIMOUSIN;Allée de Limousin;CASTELGINEST;31116;311160000107;3101160600X;
RUE FEDERICO GARCIA LORCA;Rue Fédérico Garcia-Lorca;CUGNAUX;31157;311570000265;3101570286C;
BD DE THIBAUD;Boulevard de Thibaud;TOULOUSE;31555;315558343247;3105558465M;
AV DU PETIT PRINCE;Avenue du Petit Prince;TOULOUSE;31555;315558348746;3105556790S;
VA VA000008;Voie Anonyme Numéro 000008;QUINT;31445;31445A000008;;
VA VA000027;Voie Anonyme Numéro 000027;MONTRABE;31389;31389A000027;;
CHE D ALLEGRE;Chemin D'allègre;SAINT-JORY;31490;314900000074;3104900005Z;
RUE GUTENBERG;Rue Gutenberg;BRUGUIERES;31091;310910000084;3100910086X;
RUE LES PEUPLIERS;Rue Les Peupliers;BEAUPUY;31053;310530000001;310053;
RUE KLEBER;Rue Kléber;TOULOUSE;31555;315553708808;3105554860U;
CHE TISSIE;Chemin Tissie;TOULOUSE;31555;315556867249;3105558488M;
CHE DE LA LEVRETTE;Chemin de la Levrette;TOULOUSE;31555;315554076828;3105555220K;
RUE DES LISERONS;Rue des Liserons;UNION;31561;315610000142;3105610355W;
RUE DES BOULEAUX;Rue des Bouleaux;TOULOUSE;31555;315551068821;3105551324A;
RUE DU ROUSSEL;Rue du Roussel;DREMIL-LAFAGE;31163;311630000101;3101630304W;
PL DE LA REPUBLIQUE;Place De La République;BRUGUIERES;31091;310910000104;3100910190K;
PL DE LA ROSERAIE;Place de la Roseraie;TOULOUSE;31555;315556026053;3105557625Z;
IMP FLEOLE;Impasse Fléole;CASTELGINEST;31116;311160000075;3101160410R;
IMP DES ROUELLES;Impasse des Rouelles;MONS;31355;313550000049;3103550034T;
ALL DE L AUBRAC;Allée de l'Aubrac;COLOMIERS;31149;311490000035;3101490078L;
AV CHARLES DE GAULLE;Avenue Charles de Gaulle;BALMA;31044;310440000114;3100440241V;
CHE DE CARREDON;Chemin de Carredon;CORNEBARRIEU;31150;311500000034;3101500023X;
IMP ARMAND CARREL;Impasse Armand Carrel;TOULOUSE;31555;315551456042;3105550488S;
RPT DE L ORMEAU;Rond-point de l'Ormeau;COLOMIERS;31149;311490000526;310149;
RUE JEAN FRANCOIS BLADE;Rue Jean-François Blade;TOULOUSE;31555;315550905634;3105554576K;
RUE DES ALIZES;Rue Des Alizés;BRUGUIERES;31091;310910000020;3100910023D;
ALL ALEXANDRE DUMAS;Allée Alexandre Dumas;COLOMIERS;31149;311490000565;3101490023B;
RUE DES MARGUERITES;Rue des Marguerites;AUCAMVILLE;31022;310220000098;3100220229C;
CHE D EN BENOIT;Chemin d' En Benoit;DREMIL-LAFAGE;31163;311630000091;3101630100Z;
ALL DE SAVOIE;Allée de Savoie;COLOMIERS;31149;311490000420;3101491160M;
AV DE LA DANCELLE;Avenue De La Dancelle;ST-JEAN;31488;314880000117;3104880191K;
CHE DES ROSIERS;Chemin des Rosiers;QUINT;31445;314450000108;3104450375X;
RUE OLYMPE DE GOUGES;Rue Olympe de Gouges;BALMA;31044;310440000120;3100440411E;
RUE AUGUSTE RATEAU;Rue Auguste Rateau;TOULOUSE;31555;315555750446;3105550652V;
SQ DES TILLEULS;Square des Tilleuls;PIBRAC;31417;314170000173;3104170435J;
RUE GABRIEL CLERC;Rue Gabriel Clerc;BLAGNAC;31069;310690000107;3100690401K;
ALL DES ORMEAUX;Allée des Ormeaux;CASTELGINEST;31116;311160000137;3101160770G;
RUE LEO HAMARD;Rue Léo Hamard;TOULOUSE;31555;315558392351;3105555146E;
ALL CLEMENCE ISAURE;Allée Clémence Isaure;COLOMIERS;31149;311490000228;3101490369C;
RUE HELENE BOUCHER;Rue Hélène Boucher;CORNEBARRIEU;31150;311500000023;3101500074C;
RUE DES ACACIAS;Rue Des Acacias;GRATENTOUR;31230;312300000039;3102300005E;
ALL PIERRE DE RONSARD;Allée Pierre de Ronsard;COLOMIERS;31149;311490000399;3101491075V;
IMP PIERRE CORNEILLE;Impasse Pierre Corneille;FONBEAUZARD;31186;311860000016;3101860112M;
RUE NICOLAS BACHELIER;Rue Nicolas Bachelier;TOULOUSE;31555;315550470411;3105550768W;
CAMINOT DEL DINDOULET;Caminot Del Dindoulet;UNION;31561;315610000299;3105610211P;
RUE DU BEAU SOLEIL;Rue du Beau Soleil;TOURNEFEUILLE;31557;315570000410;3105570810H;
ALL DU LAC;Allée du Lac;TOURNEFEUILLE;31557;315570000246;3105572310N;
VA VA000163;Voie Anonyme Numéro 000163;COLOMIERS;31149;31149A000163;;
RUE YVES DU MANOIR;Rue Yves du Manoir;TOULOUSE;31555;315558347736;3105558974R;
RUE MARCEL PAGNOL;Rue Marcel Pagnol;VILLENEUVE-TOLOSANE;31588;315880000129;3105880553U;
RUE VICTOR DURUY;Rue Victor Duruy;TOULOUSE;31555;315552502418;3105558836R;
RUE DE LA CLARIANELLE;Rue de la Clarianelle;TOULOUSE;31555;315558360438;3105552085C;
RUE DE LAMBARBEOU;Rue De Lambarbéou;GRATENTOUR;31230;312300000062;3102300236F;
AV DU GROUPE MORHANGE;Avenue du Groupe Morhange;TOULOUSE;31555;315558344400;3105554034W;
RUE LAFAYETTE;Rue Lafayette;BEAUPUY;31053;310530000036;3100530200L;
RTE DU FAGET;Route du Faget;MONDOUZIL;31352;313520000019;310352;
IMP DE MONT LOUIS;Impasse de Mont Louis;TOULOUSE;31555;315558383832;3105556061Z;
RUE GEORGES BRAQUE;Rue Georges Braque;TOURNEFEUILLE;31557;315570000072;3105573953Z;
CHE RURAL DE MONFALCOU;Chemin Rural de Monfalcou;ST-ORENS-DE-GAMEVILLE;31506;315060000118;3105060840M;
RUE DE LA PEPINIERE;Rue de la Pépinière;CASTELGINEST;31116;311160000143;3101160810A;
RUE BACQUIE FONADE;Rue Bacquié Fonade;BLAGNAC;31069;310690000170;3100690080L;
